id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,generalisation,category
4735194,Viola cleistogamoides,Hidden Violet,Viola cleistogamoides,https://id.biodiversity.org.au/node/apni/2892487,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735312,Zieria buxijugum,Box Range Zieria,Zieria buxijugum,https://id.biodiversity.org.au/node/apni/2905774,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735158,Zieria formosa,Shapely Zieria,Zieria formosa,https://id.biodiversity.org.au/node/apni/2911487,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735225,Zieria parrisiae,Parris' Zieria,Zieria parrisiae,https://id.biodiversity.org.au/node/apni/2919089,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735320,Genoplesium superbum,Superb Midge Orchid,Genoplesium superbum,https://id.biodiversity.org.au/taxon/apni/51406077,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735323,Microtis angusii,Angus's Onion Orchid,Microtis angusii,https://id.biodiversity.org.au/taxon/apni/51406608,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735188,Micromyrtus grandis,Severn River Heath-myrtle,Micromyrtus grandis,https://id.biodiversity.org.au/node/apni/2898424,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735161,Pterostylis saxicola,Sydney Plains Greenhood,Pterostylis saxicola,https://id.biodiversity.org.au/taxon/apni/51412318,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735296,Cyclodomorphus praealtus,Alpine She-oak Skink,Cyclodomorphus praealtus,https://biodiversity.org.au/afd/taxa/91f49257-08dd-4515-b26d-6cdeeada1a70,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735175,Pseudophryne pengilleyi,Northern Corroboree Frog,Pseudophryne pengilleyi,https://biodiversity.org.au/afd/taxa/cc5315bf-6682-44d9-809c-139afaddf7c8,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735136,Genoplesium plumosum,Tallong Midge Orchid,Genoplesium plumosum,https://id.biodiversity.org.au/taxon/apni/51406045,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735277,Angophora exul,,Angophora bakeri subsp. bakeri,https://id.biodiversity.org.au/node/apni/2913071,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735149,Eucalyptus dissita,Narrow-leaved Sally,Eucalyptus moorei subsp. moorei,https://id.biodiversity.org.au/node/apni/2890966,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735270,Baeckea kandos,A Shrub,Baeckea kandos,https://id.biodiversity.org.au/node/apni/2886411,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735258,Pomaderris adnata,Sublime Point Pomaderris,Pomaderris adnata,https://id.biodiversity.org.au/node/apni/2896205,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735152,Prostanthera palustris,Swamp Mint-bush,Prostanthera palustris,https://id.biodiversity.org.au/node/apni/2918112,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735133,Pimelea axiflora subsp. pubescens,Bungonia Rice-flower,Pimelea axiflora subsp. pubescens,https://id.biodiversity.org.au/node/apni/8328266,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735298,Pterostylis elegans,Elegant Greenhood,Pterostylis elegans,https://id.biodiversity.org.au/taxon/apni/51412114,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735260,Pterostylis metcalfei,Metcalfe's Greenhood,Pterostylis metcalfei,https://id.biodiversity.org.au/taxon/apni/51412218,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735185,Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Eucalyptus pachycalyx subsp. banyabba,https://id.biodiversity.org.au/node/apni/6810160,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735134,Pultenaea sp. Olinda,,Pultenaea sp. Olinda,ALA_DR487_131,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735160,Persoonia pauciflora,North Rothbury Persoonia,Persoonia pauciflora,https://id.biodiversity.org.au/node/apni/2899054,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735170,Typhonium sp. aff. brownii,Stinky Lily,Typhonium sp. aff. brownii,ALA_DR487_133,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735191,Boronia boliviensis,Bolivia Hill Boronia,Boronia boliviensis,https://id.biodiversity.org.au/node/apni/2899640,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735144,Diuris arenaria,Sand Doubletail,Diuris arenaria,https://id.biodiversity.org.au/taxon/apni/51404163,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735186,Hakea archaeoides,Big Nellie Hakea,Hakea archaeoides,https://id.biodiversity.org.au/node/apni/2920623,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735162,Prasophyllum canaliculatum,Summer Leek Orchid,Prasophyllum canaliculatum,https://id.biodiversity.org.au/taxon/apni/51409713,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735289,Davidsonia jerseyana,Davidson's Plum,Davidsonia jerseyana,https://id.biodiversity.org.au/node/apni/2918807,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735286,Acacia atrox,Myall Creek Wattle,Acacia atrox,https://id.biodiversity.org.au/node/apni/2894816,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735148,Nurus atlas,Atlas Rainforest Ground-beetle,Nurus atlas,https://biodiversity.org.au/afd/taxa/cb794852-fe55-4f70-b5f7-2f34e08385a9,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735212,Nurus brevis,Shorter Rainforest Ground-beetle,Nurus brevis,https://biodiversity.org.au/afd/taxa/026f169f-00cf-4cc9-8b21-599ed336b862,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735322,Wollemia nobilis,Wollemi Pine,Wollemia nobilis,https://id.biodiversity.org.au/node/apni/2899238,dr487,"[{'key': 'generalisation', 'value': 'WITHHOLD'}, {'key': 'category', 'value': 'Category 1'}]",WITHHOLD,Category 1
4735169,"Diuris sp. (Oaklands, D.L. Jones 5380)",Oaklands Diuris,"Diuris sp. (Oaklands, D.L. Jones 5380)",ALA_DR487_145,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735182,Caladenia attenuata,Duramana Fingers,Caladenia attenuata,https://id.biodiversity.org.au/taxon/apni/51398803,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735219,Calyptorhynchus banksii banksii,Red-tailed Black-cockatoo (coastal Subspecies),Calyptorhynchus (Calyptorhynchus) banksii banksii,https://biodiversity.org.au/afd/taxa/b4fe1a2d-5393-4523-8446-4d348a044238,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735176,Calyptorhynchus banksii samueli,Red-tailed Black-cockatoo (inland Subspecies),Calyptorhynchus (Calyptorhynchus) banksii samueli,https://biodiversity.org.au/afd/taxa/64129f52-5fb1-44ee-a09e-13c0bb61145f,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735293,Calyptorhynchus lathami lathami,Glossy Black-cockatoo,Calyptorhynchus (Calyptorhynchus) lathami lathami,https://biodiversity.org.au/afd/taxa/9823b764-cb22-42d0-bbbe-79c0a95b1a25,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735324,Pezoporus wallicus wallicus,Eastern Ground Parrot,Pezoporus wallicus wallicus,https://biodiversity.org.au/afd/taxa/41b07a4e-e6dc-4575-8c9b-4c44872d21f8,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735141,Tyto longimembris,Eastern Grass Owl,Tyto longimembris,https://biodiversity.org.au/afd/taxa/272490b7-303d-4550-a4fb-f76c076539cd,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735279,Genoplesium vernale,East Lynne Midge-orchid,Genoplesium vernale,https://id.biodiversity.org.au/taxon/apni/51406091,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735287,Prasophyllum retroflexum,Kiandra Leek Orchid,Prasophyllum retroflexum,https://id.biodiversity.org.au/taxon/apni/51409867,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735245,Eidothea hardeniana,Nightcap Oak,Eidothea hardeniana,https://id.biodiversity.org.au/node/apni/2908076,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735150,Thelymitra adorata,Wyong Sun Orchid,Thelymitra adorata,https://id.biodiversity.org.au/taxon/apni/51414212,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735231,Liopholis guthega,Guthega Skink,Liopholis guthega,https://biodiversity.org.au/afd/taxa/740f5037-a04b-46c1-9113-894a159dacd3,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735128,Thelymitra atronitida,Blackhood Sun-orchid,Thelymitra atronitida,https://id.biodiversity.org.au/taxon/apni/51414234,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735236,Diuris ochroma,Pale Golden Moths,Diuris ochroma,https://id.biodiversity.org.au/taxon/apni/51404273,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735220,Philoria pughi,Pugh's Frog,Philoria pughi,https://biodiversity.org.au/afd/taxa/1f800926-6b4c-4e7c-802d-65cc9edfb368,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735167,Philoria richmondensis,Richmond Range Sphagnum Frog,Philoria richmondensis,https://biodiversity.org.au/afd/taxa/df58b980-3068-4491-81d5-74a6512047cf,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735272,Corybas dowlingii,Red Helmet Orchid,Corybas dowlingii,https://id.biodiversity.org.au/taxon/apni/51401041,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735273,Pterostylis despectans,Mt Bryan Greenhood,Pterostylis despectans,https://id.biodiversity.org.au/taxon/apni/51412102,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735280,Caladenia montana,,Caladenia montana,https://id.biodiversity.org.au/taxon/apni/51399205,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735172,Pultenaea sp. Genowlan Point,Genowlan Pultenaea,Pultenaea sp. Genowlan Point (NSW 417813),https://id.biodiversity.org.au/node/apni/2891788,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735283,Pultenaea elusa,Elusive Bush-pea,Pultenaea elusa,https://id.biodiversity.org.au/node/apni/2921308,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735181,Genoplesium littorale,Tuncurry Midge Orchid,Genoplesium littorale,https://id.biodiversity.org.au/taxon/apni/51406025,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735268,Pomaderris walshii,Carrington Falls Pomaderris,Pomaderris walshii,https://id.biodiversity.org.au/node/apni/2909534,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735146,Pandion cristatus,Fish Hawk,Pandion haliaetus cristatus,https://biodiversity.org.au/afd/taxa/e61096e6-7685-45bd-b5ae-922cce74c254,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735316,Prasophyllum innubum,Brandy Marys Leek-orchid,Prasophyllum innubum,https://id.biodiversity.org.au/taxon/apni/51409795,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735271,Prasophyllum keltonii,Kelton's Leek-orchid,Prasophyllum keltonii,https://id.biodiversity.org.au/taxon/apni/51409797,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735313,Thelymitra kangaloonica,Kangaloon Sun Orchid,Thelymitra kangaloonica,https://id.biodiversity.org.au/taxon/apni/51414328,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735246,Calochilus pulchellus,Pretty Beard Orchid,Calochilus pulchellus,https://id.biodiversity.org.au/taxon/apni/51400238,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735253,Prasophyllum sp. Moama,,Prasophyllum sp. Moama,ALA_DR487_172,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735239,Jalmenus eubulus,Pale Imperial Hairstreak,Jalmenus eubulus,https://biodiversity.org.au/afd/taxa/afcd2cac-0ca9-472e-8411-75c7eda40f89,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735309,Prasophyllum pallens,Musty Leek Orchid,Prasophyllum pallens,https://id.biodiversity.org.au/taxon/apni/51409837,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735205,Pterostylis bicornis,Horned Greenhood,Pterostylis bicornis,https://id.biodiversity.org.au/taxon/apni/51316867,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735315,Genoplesium insigne,Variable Midge Orchid,Genoplesium insigne,https://id.biodiversity.org.au/taxon/apni/51406023,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735217,Prasophyllum bagoense,Bago Leek-orchid,Prasophyllum bagoense,https://id.biodiversity.org.au/taxon/apni/51409699,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735232,Diuris eborensis,,Diuris eborensis,https://id.biodiversity.org.au/taxon/apni/51404215,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735140,Pterostylis riparia,,Pterostylis riparia,https://id.biodiversity.org.au/taxon/apni/51412298,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735274,Pterostylis ventricosa,,Pterostylis ventricosa,https://id.biodiversity.org.au/taxon/apni/51412432,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735281,Pterostylis vernalis,Halbury Rustyhood,Pterostylis vernalis,https://id.biodiversity.org.au/taxon/apni/51412434,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735243,Corunastylis sp. Charmhaven (NSW896673),,Genoplesium sp. Charmhaven (NSW 896673),https://id.biodiversity.org.au/taxon/apni/51406063,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735196,Elaeocarpus sedentarius,Minyon Quandong,Elaeocarpus sedentarius,https://id.biodiversity.org.au/node/apni/2916168,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735145,Thelymitra alpicola,Alpine Sun-orchid,Thelymitra alpicola,https://id.biodiversity.org.au/taxon/apni/51414220,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735234,Banksia vincentia,,Banksia vincentia,https://id.biodiversity.org.au/node/apni/4546357,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735153,Leionema lamprophyllum subsp. fractum,,Leionema lamprophyllum subsp. fractum,https://id.biodiversity.org.au/taxon/apni/51294041,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735177,Myuchelys georgesi,Georges Helmeted Turtle,Wollumbinia georgesi,https://biodiversity.org.au/afd/taxa/4f95257b-a79e-452a-bc1e-9f512d8fd878,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735254,Prostanthera gilesii,,Prostanthera gilesii,https://id.biodiversity.org.au/taxon/apni/51288027,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735310,Diuris byronensis,Byron Bay Diuris,Diuris byronensis,https://id.biodiversity.org.au/taxon/apni/51404183,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735302,Hibbertia spanantha,Julian's Hibbertia,Hibbertia spanantha,https://id.biodiversity.org.au/taxon/apni/51283403,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735262,Gingidia rupicola,Mountain Angelica,Gingidia rupicola,https://id.biodiversity.org.au/node/apni/6904884,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735278,Amytornis modestus inexpectatus,Thick-billed Grasswren (central Nsw Subspecies),Amytornis (Amytornis) modestus inexpectatus,https://biodiversity.org.au/afd/taxa/71c46068-caff-444d-985e-b6e0d9c72c34,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735189,Amytornis modestus obscurior,Thick-billed Grasswren (north-west Nsw Subspecies),Amytornis (Amytornis) modestus obscurior,https://biodiversity.org.au/afd/taxa/3e943ee9-84d2-4e34-b90a-397ce1439208,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735321,Anthosachne kingiana subsp. kingiana,Phillip Island Wheat Grass,Anthosachne kingiana subsp. kingiana,https://id.biodiversity.org.au/taxon/apni/51291193,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735183,Caladenia tensa,Erect Greencomb Spider Orchid,Caladenia tensa,https://id.biodiversity.org.au/taxon/apni/51399400,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735224,Caladenia atroclavia,Black-clubbed Spider-orchid,Caladenia atroclavia,https://id.biodiversity.org.au/taxon/apni/51398799,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735288,Prasophyllum sandrae,Majors Creek Leek Orchid,Prasophyllum sandrae,ALA_DR487_196,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735192,Backhousia subargentea,Giant Ironwood,Backhousia subargentea,https://id.biodiversity.org.au/node/apni/2888873,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4735138,Danhatchia copelandii,,Danhatchia copelandii,https://id.biodiversity.org.au/name/apni/51337271,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4735240,Calyptorhynchus lathami,Glossy Black-cockatoo,Calyptorhynchus (Calyptorhynchus) lathami,https://biodiversity.org.au/afd/taxa/2b3630b3-6e95-47b8-ad3f-e3f46fa797dc,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
